t_s,theta1_rad,theta2_rad,omega1_rad_s,omega2_rad_s,energy_J,energy_drift_rel
2.350000e+00,8.173204e-02,1.899584e+00,-2.093469e+00,4.444730e+00,1.490359e-01,-8.108329e-09
2.360000e+00,6.115250e-02,1.943457e+00,-2.023603e+00,4.331133e+00,1.490359e-01,-8.222680e-09
2.370000e+00,4.123779e-02,1.986229e+00,-1.960397e+00,4.224433e+00,1.490359e-01,-8.315886e-09
2.380000e+00,2.192436e-02,2.027965e+00,-1.903253e+00,4.123723e+00,1.490359e-01,-8.392120e-09
2.390000e+00,3.154261e-03,2.068721e+00,-1.851650e+00,4.028236e+00,1.490359e-01,-8.454552e-09
2.400000e+00,-1.512557e-02,2.108545e+00,-1.805125e+00,3.937325e+00,1.490359e-01,-8.505911e-09
2.410000e+00,-3.296376e-02,2.147481e+00,-1.763257e+00,3.850451e+00,1.490359e-01,-8.548283e-09
2.420000e+00,-5.040493e-02,2.185566e+00,-1.725657e+00,3.767174e+00,1.490359e-01,-8.583467e-09
2.430000e+00,-6.748989e-02,2.222835e+00,-1.691955e+00,3.687145e+00,1.490359e-01,-8.612848e-09
2.440000e+00,-8.425581e-02,2.259319e+00,-1.661789e+00,3.610103e+00,1.490359e-01,-8.637532e-09
2.450000e+00,-1.007363e-01,2.295047e+00,-1.634799e+00,3.535871e+00,1.490359e-01,-8.658414e-09
2.460000e+00,-1.169612e-01,2.330046e+00,-1.610617e+00,3.464358e+00,1.490359e-01,-8.676209e-09
2.470000e+00,-1.329567e-01,2.364343e+00,-1.588863e+00,3.395554e+00,1.490359e-01,-8.691477e-09
2.480000e+00,-1.487452e-01,2.397966e+00,-1.569135e+00,3.329527e+00,1.490359e-01,-8.704707e-09
2.490000e+00,-1.643448e-01,2.430943e+00,-1.551016e+00,3.266425e+00,1.490359e-01,-8.716269e-09
2.500000e+00,-1.797694e-01,2.463305e+00,-1.534065e+00,3.206466e+00,1.490359e-01,-8.726626e-09
2.510000e+00,-1.950284e-01,2.495084e+00,-1.517825e+00,3.149932e+00,1.490359e-01,-8.735899e-09
2.520000e+00,-2.101267e-01,2.526316e+00,-1.501827e+00,3.097156e+00,1.490359e-01,-8.744350e-09
2.530000e+00,-2.250642e-01,2.557041e+00,-1.485600e+00,3.048507e+00,1.490359e-01,-8.752085e-09
2.540000e+00,-2.398364e-01,2.587301e+00,-1.468683e+00,3.004373e+00,1.490359e-01,-8.759272e-09
2.550000e+00,-2.544341e-01,2.617145e+00,-1.450636e+00,2.965137e+00,1.490359e-01,-8.765875e-09
2.560000e+00,-2.688440e-01,2.646622e+00,-1.431059e+00,2.931154e+00,1.490359e-01,-8.772050e-09
2.570000e+00,-2.830490e-01,2.675786e+00,-1.409608e+00,2.902730e+00,1.490359e-01,-8.777759e-09
2.580000e+00,-2.970290e-01,2.704695e+00,-1.386004e+00,2.880100e+00,1.490359e-01,-8.783039e-09
2.590000e+00,-3.107613e-01,2.733408e+00,-1.360054e+00,2.863407e+00,1.490359e-01,-8.787806e-09
2.600000e+00,-3.242219e-01,2.761984e+00,-1.331651e+00,2.852693e+00,1.490359e-01,-8.791990e-09
2.610000e+00,-3.373861e-01,2.790482e+00,-1.300782e+00,2.847893e+00,1.490359e-01,-8.795649e-09
2.620000e+00,-3.502295e-01,2.818961e+00,-1.267524e+00,2.848835e+00,1.490359e-01,-8.798724e-09
2.630000e+00,-3.627291e-01,2.847477e+00,-1.232041e+00,2.855249e+00,1.490359e-01,-8.801168e-09
2.640000e+00,-3.748637e-01,2.876083e+00,-1.194569e+00,2.866783e+00,1.490359e-01,-8.803039e-09
2.650000e+00,-3.866148e-01,2.904828e+00,-1.155405e+00,2.883018e+00,1.490359e-01,-8.804374e-09
2.660000e+00,-3.979673e-01,2.933757e+00,-1.114891e+00,2.903492e+00,1.490359e-01,-8.805292e-09
2.670000e+00,-4.089094e-01,2.962910e+00,-1.073398e+00,2.927722e+00,1.490359e-01,-8.805733e-09
2.680000e+00,-4.194333e-01,2.992322e+00,-1.031309e+00,2.955221e+00,1.490359e-01,-8.805876e-09
2.690000e+00,-4.295349e-01,3.022024e+00,-9.890075e-01,2.985520e+00,1.490359e-01,-8.805709e-09
2.700000e+00,-4.392140e-01,3.052041e+00,-9.468653e-01,3.018179e+00,1.490359e-01,-8.805399e-09
2.710000e+00,-4.484739e-01,3.082394e+00,-9.052340e-01,3.052802e+00,1.490359e-01,-8.804946e-09
2.720000e+00,-4.573214e-01,3.113102e+00,-8.644392e-01,3.089039e+00,1.490359e-01,-8.804386e-09
2.730000e+00,-4.657665e-01,3.144179e+00,-8.247773e-01,3.126594e+00,1.490359e-01,-8.803730e-09
2.740000e+00,-4.738216e-01,3.175638e+00,-7.865136e-01,3.165224e+00,1.490359e-01,-8.803003e-09
2.750000e+00,-4.815022e-01,3.207487e+00,-7.498838e-01,3.204739e+00,1.490359e-01,-8.802216e-09
2.760000e+00,-4.888255e-01,3.239735e+00,-7.150949e-01,3.244996e+00,1.490359e-01,-8.801293e-09
2.770000e+00,-4.958108e-01,3.272389e+00,-6.823280e-01,3.285898e+00,1.490359e-01,-8.800220e-09
2.780000e+00,-5.024793e-01,3.305455e+00,-6.517419e-01,3.327390e+00,1.490359e-01,-8.798939e-09
2.790000e+00,-5.088534e-01,3.338938e+00,-6.234758e-01,3.369452e+00,1.490359e-01,-8.797413e-09
2.800000e+00,-5.149570e-01,3.372846e+00,-5.976534e-01,3.412094e+00,1.490359e-01,-8.795524e-09
2.810000e+00,-5.208150e-01,3.407182e+00,-5.743859e-01,3.455358e+00,1.490359e-01,-8.793265e-09
2.820000e+00,-5.264535e-01,3.441955e+00,-5.537752e-01,3.499307e+00,1.490359e-01,-8.790584e-09
2.830000e+00,-5.318997e-01,3.477171e+00,-5.359167e-01,3.544025e+00,1.490359e-01,-8.787306e-09
2.840000e+00,-5.371813e-01,3.512839e+00,-5.209023e-01,3.589617e+00,1.490359e-01,-8.783498e-09
2.850000e+00,-5.423275e-01,3.548967e+00,-5.088224e-01,3.636205e+00,1.490359e-01,-8.778939e-09
2.860000e+00,-5.473679e-01,3.585566e+00,-4.997683e-01,3.683928e+00,1.490359e-01,-8.773587e-09
2.870000e+00,-5.523332e-01,3.622650e+00,-4.938345e-01,3.732938e+00,1.490359e-01,-8.767330e-09
2.880000e+00,-5.572553e-01,3.660230e+00,-4.911199e-01,3.783407e+00,1.490359e-01,-8.759952e-09
2.890000e+00,-5.621667e-01,3.698323e+00,-4.917305e-01,3.835521e+00,1.490359e-01,-8.751418e-09
2.900000e+00,-5.671014e-01,3.736947e+00,-4.957806e-01,3.889486e+00,1.490359e-01,-8.741513e-09
2.910000e+00,-5.720942e-01,3.776120e+00,-5.033950e-01,3.945526e+00,1.490359e-01,-8.730035e-09
2.920000e+00,-5.771816e-01,3.815865e+00,-5.147110e-01,4.003889e+00,1.490359e-01,-8.716626e-09
2.930000e+00,-5.824013e-01,3.856206e+00,-5.298802e-01,4.064847e+00,1.490359e-01,-8.701167e-09
2.940000e+00,-5.877926e-01,3.897171e+00,-5.490713e-01,4.128702e+00,1.490359e-01,-8.683253e-09
2.950000e+00,-5.933967e-01,3.938791e+00,-5.724728e-01,4.195787e+00,1.490359e-01,-8.662490e-09
2.960000e+00,-5.992568e-01,3.981099e+00,-6.002956e-01,4.266476e+00,1.490359e-01,-8.638462e-09
2.970000e+00,-6.054182e-01,4.024134e+00,-6.327768e-01,4.341185e+00,1.490359e-01,-8.610607e-09
2.980000e+00,-6.119288e-01,4.067938e+00,-6.701837e-01,4.420383e+00,1.490359e-01,-8.578378e-09
2.990000e+00,-6.188393e-01,4.112558e+00,-7.128178e-01,4.504599e+00,1.490359e-01,-8.541143e-09
3.000000e+00,-6.262037e-01,4.158049e+00,-7.610203e-01,4.594429e+00,1.490359e-01,-8.498557e-09
3.010000e+00,-6.340795e-01,4.204468e+00,-8.151770e-01,4.690550e+00,1.490359e-01,-8.450201e-09
3.020000e+00,-6.425285e-01,4.251883e+00,-8.757240e-01,4.793730e+00,1.490359e-01,-8.396077e-09
3.030000e+00,-6.516169e-01,4.300369e+00,-9.431526e-01,4.904839e+00,1.490359e-01,-8.336983e-09
3.040000e+00,-6.614163e-01,4.350010e+00,-1.018014e+00,5.024863e+00,1.490359e-01,-8.275743e-09
3.050000e+00,-6.720040e-01,4.400900e+00,-1.100918e+00,5.154910e+00,1.490359e-01,-8.217388e-09
3.060000e+00,-6.834637e-01,4.453145e+00,-1.192531e+00,5.296217e+00,1.490359e-01,-8.171702e-09
3.070000e+00,-6.958860e-01,4.506866e+00,-1.293558e+00,5.450139e+00,1.490359e-01,-8.156756e-09
3.080000e+00,-7.093686e-01,4.562195e+00,-1.404704e+00,5.618112e+00,1.490359e-01,-8.203156e-09
3.090000e+00,-7.240160e-01,4.619280e+00,-1.526603e+00,5.801580e+00,1.490359e-01,-8.359319e-09
3.100000e+00,-7.399380e-01,4.678282e+00,-1.659680e+00,6.001834e+00,1.490359e-01,-8.696328e-09
3.110000e+00,-7.572469e-01,4.739375e+00,-1.803920e+00,6.219720e+00,1.490359e-01,-9.300478e-09
3.120000e+00,-7.760509e-01,4.802736e+00,-1.958458e+00,6.455134e+00,1.490359e-01,-1.023344e-08
3.130000e+00,-7.964428e-01,4.868531e+00,-2.120951e+00,6.706183e+00,1.490359e-01,-1.141029e-08
3.140000e+00,-8.184809e-01,4.936895e+00,-2.286631e+00,6.967936e+00,1.490359e-01,-1.234217e-08
3.150000e+00,-8.421586e-01,5.007894e+00,-2.447111e+00,7.230793e+00,1.490359e-01,-1.180584e-08
3.160000e+00,-8.673627e-01,5.081463e+00,-2.589297e+00,7.478950e+00,1.490359e-01,-7.947423e-09
3.170000e+00,-8.938244e-01,5.157350e+00,-2.695335e+00,7.690204e+00,1.490359e-01,1.101672e-10
3.180000e+00,-9.210812e-01,5.235059e+00,-2.745001e+00,7.839019e+00,1.490359e-01,9.289953e-09
3.190000e+00,-9.484785e-01,5.313849e+00,-2.721247e+00,7.903836e+00,1.490359e-01,1.267196e-08
3.200000e+00,-9.752358e-01,5.392824e+00,-2.616864e+00,7.875937e+00,1.490359e-01,6.456573e-09
3.210000e+00,-1.000565e+00,5.471085e+00,-2.437742e+00,7.763727e+00,1.490359e-01,-4.835353e-09
3.220000e+00,-1.023795e+00,5.547889e+00,-2.199993e+00,7.588760e+00,1.490359e-01,-1.390217e-08
3.230000e+00,-1.044436e+00,5.622738e+00,-1.923343e+00,7.376822e+00,1.490359e-01,-1.785234e-08
3.240000e+00,-1.062191e+00,5.695378e+00,-1.625406e+00,7.150313e+00,1.490359e-01,-1.804886e-08
3.250000e+00,-1.076917e+00,5.765748e+00,-1.319113e+00,6.924963e+00,1.490359e-01,-1.672656e-08
3.260000e+00,-1.088574e+00,5.833912e+00,-1.012691e+00,6.709983e+00,1.490359e-01,-1.526627e-08
3.270000e+00,-1.097186e+00,5.899997e+00,-7.107749e-01,6.509670e+00,1.490359e-01,-1.417056e-08
3.280000e+00,-1.102812e+00,5.964158e+00,-4.156312e-01,6.325118e+00,1.490359e-01,-1.348903e-08
3.290000e+00,-1.105524e+00,6.026550e+00,-1.281295e-01,6.155543e+00,1.490359e-01,-1.312124e-08
3.300000e+00,-1.105400e+00,6.087313e+00,1.516040e-01,5.999155e+00,1.490359e-01,-1.295306e-08
3.310000e+00,-1.102517e+00,6.146569e+00,4.237819e-01,5.853691e+00,1.490359e-01,-1.289640e-08
3.320000e+00,-1.096949e+00,6.204415e+00,6.887209e-01,5.716718e+00,1.490359e-01,-1.289309e-08
3.330000e+00,-1.088766e+00,6.260924e+00,9.467134e-01,5.585802e+00,1.490359e-01,-1.290789e-08
3.340000e+00,-1.078037e+00,6.316144e+00,1.197964e+00,5.458591e+00,1.490359e-01,-1.292052e-08
3.350000e+00,-1.064829e+00,6.370101e+00,1.442563e+00,5.332859e+00,1.490359e-01,-1.292028e-08
3.360000e+00,-1.049208e+00,6.422799e+00,1.680487e+00,5.206526e+00,1.490359e-01,-1.290288e-08
3.370000e+00,-1.031242e+00,6.474223e+00,1.911604e+00,5.077673e+00,1.490359e-01,-1.286734e-08
3.380000e+00,-1.010999e+00,6.524338e+00,2.135696e+00,4.944538e+00,1.490359e-01,-1.281516e-08
3.390000e+00,-9.885522e-01,6.573094e+00,2.352481e+00,4.805532e+00,1.490359e-01,-1.274958e-08
3.400000e+00,-9.639751e-01,6.620424e+00,2.561638e+00,4.659237e+00,1.490359e-01,-1.267466e-08
3.410000e+00,-9.373459e-01,6.666250e+00,2.762834e+00,4.504412e+00,1.490359e-01,-1.259530e-08
3.420000e+00,-9.087460e-01,6.710481e+00,2.955753e+00,4.340000e+00,1.490359e-01,-1.251635e-08
3.430000e+00,-8.782594e-01,6.753015e+00,3.140121e+00,4.165131e+00,1.490359e-01,-1.244274e-08
3.440000e+00,-8.459728e-01,6.793746e+00,3.315730e+00,3.979120e+00,1.490359e-01,-1.237866e-08
3.450000e+00,-8.119744e-01,6.832559e+00,3.482465e+00,3.781469e+00,1.490359e-01,-1.232753e-08
3.460000e+00,-7.763531e-01,6.869335e+00,3.640321e+00,3.571861e+00,1.490359e-01,-1.229165e-08
3.470000e+00,-7.391972e-01,6.903956e+00,3.789422e+00,3.350144e+00,1.490359e-01,-1.227182e-08
3.480000e+00,-7.005930e-01,6.936298e+00,3.930030e+00,3.116324e+00,1.490359e-01,-1.226765e-08
3.490000e+00,-6.606235e-01,6.966242e+00,4.062564e+00,2.870537e+00,1.490359e-01,-1.227721e-08
3.500000e+00,-6.193667e-01,6.993670e+00,4.187597e+00,2.613027e+00,1.490359e-01,-1.229737e-08
3.510000e+00,-5.768941e-01,7.018465e+00,4.305862e+00,2.344112e+00,1.490359e-01,-1.232419e-08
3.520000e+00,-5.332691e-01,7.040515e+00,4.418258e+00,2.064156e+00,1.490359e-01,-1.235256e-08
3.530000e+00,-4.885450e-01,7.059712e+00,4.525838e+00,1.773522e+00,1.490359e-01,-1.237816e-08
3.540000e+00,-4.427643e-01,7.075951e+00,4.629815e+00,1.472544e+00,1.490359e-01,-1.239697e-08
3.550000e+00,-3.959562e-01,7.089130e+00,4.731553e+00,1.161478e+00,1.490359e-01,-1.240646e-08
3.560000e+00,-3.481357e-01,7.099147e+00,4.832562e+00,8.404678e-01,1.490359e-01,-1.240710e-08
3.570000e+00,-2.993019e-01,7.105906e+00,4.934493e+00,5.095147e-01,1.490359e-01,-1.240476e-08
3.580000e+00,-2.494368e-01,7.109304e+00,5.039128e+00,1.684506e-01,1.490359e-01,-1.241380e-08
3.590000e+00,-1.985040e-01,7.109240e+00,5.148362e+00,-1.830654e-01,1.490359e-01,-1.246233e-08
3.600000e+00,-1.464477e-01,7.105606e+00,5.264170e+00,-5.455203e-01,1.490359e-01,-1.260012e-08
3.610000e+00,-9.319211e-02,7.098291e+00,5.388534e+00,-9.194651e-01,1.490359e-01,-1.291011e-08
3.620000e+00,-3.864222e-02,7.087177e+00,5.523322e+00,-1.305333e+00,1.490359e-01,-1.351862e-08
3.630000e+00,1.731417e-02,7.072145e+00,5.670036e+00,-1.703094e+00,1.490359e-01,-1.459109e-08
3.640000e+00,7.480078e-02,7.053079e+00,5.829385e+00,-2.111626e+00,1.490359e-01,-1.627388e-08
3.650000e+00,1.339415e-01,7.029887e+00,6.000541e+00,-2.527657e+00,1.490359e-01,-1.848700e-08
3.660000e+00,1.948397e-01,7.002524e+00,6.179980e+00,-2.944115e+00,1.490359e-01,-2.042984e-08
3.670000e+00,2.575433e-01,6.971046e+00,6.359878e+00,-3.347885e+00,1.490359e-01,-1.982519e-08
3.680000e+00,3.219936e-01,6.935679e+00,6.526460e+00,-3.717533e+00,1.490359e-01,-1.282977e-08
3.690000e+00,3.879613e-01,6.896909e+00,6.659533e+00,-4.022806e+00,1.490359e-01,2.929364e-09
3.700000e+00,4.549929e-01,6.855554e+00,6.735327e+00,-4.228868e+00,1.490359e-01,2.175368e-08
3.710000e+00,5.224090e-01,6.812760e+00,6.733918e+00,-4.307073e+00,1.490359e-01,2.953444e-08
3.720000e+00,5.893887e-01,6.769873e+00,6.648330e+00,-4.248024e+00,1.490359e-01,1.897222e-08
3.730000e+00,6.551265e-01,6.728208e+00,6.488429e+00,-4.067077e+00,1.490359e-01,-4.139463e-11
3.740000e+00,7.189818e-01,6.688829e+00,6.275963e+00,-3.797106e+00,1.490359e-01,-1.382751e-08
3.750000e+00,7.805520e-01,6.652439e+00,6.035199e+00,-3.474922e+00,1.490359e-01,-1.856478e-08
3.760000e+00,8.396583e-01,6.619401e+00,5.785937e+00,-3.131086e+00,1.490359e-01,-1.768421e-08
3.770000e+00,8.962866e-01,6.589819e+00,5.541243e+00,-2.786488e+00,1.490359e-01,-1.508358e-08
3.780000e+00,9.505227e-01,6.563633e+00,5.308285e+00,-2.453428e+00,1.490359e-01,-1.273757e-08
3.790000e+00,1.002502e+00,6.540691e+00,5.090134e+00,-2.138146e+00,1.490359e-01,-1.117215e-08
3.800000e+00,1.052377e+00,6.520802e+00,4.887398e+00,-1.843143e+00,1.490359e-01,-1.030664e-08
3.810000e+00,1.100299e+00,6.503759e+00,4.699365e+00,-1.568830e+00,1.490359e-01,-9.919943e-09
3.820000e+00,1.146409e+00,6.489358e+00,4.524703e+00,-1.314551e+00,1.490359e-01,-9.818965e-09
3.830000e+00,1.190832e+00,6.477405e+00,4.361859e+00,-1.079180e+00,1.490359e-01,-9.871719e-09
3.840000e+00,1.233680e+00,6.467716e+00,4.209274e+00,-8.614453e-01,1.490359e-01,-9.998179e-09
3.850000e+00,1.275047e+00,6.460121e+00,4.065486e+00,-6.600920e-01,1.490359e-01,-1.015258e-08
3.860000e+00,1.315015e+00,6.454463e+00,3.929175e+00,-4.739611e-01,1.490359e-01,-1.031093e-08
3.870000e+00,1.353652e+00,6.450595e+00,3.799171e+00,-3.020150e-01,1.490359e-01,-1.046140e-08
3.880000e+00,1.391016e+00,6.448379e+00,3.674460e+00,-1.433414e-01,1.490359e-01,-1.059896e-08
3.890000e+00,1.427156e+00,6.447687e+00,3.554162e+00,2.856797e-03,1.490359e-01,-1.072208e-08
3.900000e+00,1.462111e+00,6.448397e+00,3.437529e+00,1.372759e-01,1.490359e-01,-1.083109e-08
3.910000e+00,1.495916e+00,6.450395e+00,3.323921e+00,2.605273e-01,1.490359e-01,-1.092712e-08
3.920000e+00,1.528598e+00,6.453572e+00,3.212802e+00,3.731527e-01,1.490359e-01,-1.101151e-08
3.930000e+00,1.560179e+00,6.457824e+00,3.103722e+00,4.756382e-01,1.490359e-01,-1.108566e-08
3.940000e+00,1.590678e+00,6.463052e+00,2.996306e+00,5.684265e-01,1.490359e-01,-1.115076e-08
3.950000e+00,1.620110e+00,6.469162e+00,2.890247e+00,6.519265e-01,1.490359e-01,-1.120792e-08
3.960000e+00,1.648487e+00,6.476061e+00,2.785299e+00,7.265223e-01,1.490359e-01,-1.125805e-08
3.970000e+00,1.675819e+00,6.483664e+00,2.681262e+00,7.925797e-01,1.490359e-01,-1.130197e-08
3.980000e+00,1.702114e+00,6.491885e+00,2.577981e+00,8.504514e-01,1.490359e-01,-1.134041e-08
3.990000e+00,1.727380e+00,6.500647e+00,2.475340e+00,9.004809e-01,1.490359e-01,-1.137383e-08
4.000000e+00,1.751623e+00,6.509870e+00,2.373252e+00,9.430061e-01,1.490359e-01,-1.140280e-08
4.010000e+00,1.774847e+00,6.519483e+00,2.271657e+00,9.783606e-01,1.490359e-01,-1.142772e-08
4.020000e+00,1.797058e+00,6.529414e+00,2.170518e+00,1.006876e+00,1.490359e-01,-1.144899e-08
4.030000e+00,1.818259e+00,6.539599e+00,2.069815e+00,1.028881e+00,1.490359e-01,-1.146693e-08
4.040000e+00,1.838455e+00,6.549972e+00,1.969541e+00,1.044704e+00,1.490359e-01,-1.148199e-08
4.050000e+00,1.857651e+00,6.560473e+00,1.869701e+00,1.054672e+00,1.490359e-01,-1.149436e-08
4.060000e+00,1.875851e+00,6.571047e+00,1.770309e+00,1.059109e+00,1.490359e-01,-1.150443e-08
4.070000e+00,1.893059e+00,6.581638e+00,1.671381e+00,1.058338e+00,1.490359e-01,-1.151229e-08
4.080000e+00,1.909280e+00,6.592197e+00,1.572941e+00,1.052680e+00,1.490359e-01,-1.151837e-08
4.090000e+00,1.924519e+00,6.602676e+00,1.475009e+00,1.042450e+00,1.490359e-01,-1.152286e-08
4.100000e+00,1.938782e+00,6.613032e+00,1.377609e+00,1.027962e+00,1.490359e-01,-1.152604e-08
4.110000e+00,1.952073e+00,6.623222e+00,1.280762e+00,1.009525e+00,1.490359e-01,-1.152808e-08
4.120000e+00,1.964399e+00,6.633210e+00,1.184484e+00,9.874422e-01,1.490359e-01,-1.152909e-08
4.130000e+00,1.975765e+00,6.642960e+00,1.088790e+00,9.620126e-01,1.490359e-01,-1.152947e-08
4.140000e+00,1.986177e+00,6.652440e+00,9.936907e-01,9.335294e-01,1.490359e-01,-1.152921e-08
4.150000e+00,1.995641e+00,6.661621e+00,8.991906e-01,9.022799e-01,1.490359e-01,-1.152846e-08
4.160000e+00,2.004163e+00,6.670478e+00,8.052897e-01,8.685459e-01,1.490359e-01,-1.152742e-08
4.170000e+00,2.011749e+00,6.678985e+00,7.119828e-01,8.326033e-01,1.490359e-01,-1.152614e-08
4.180000e+00,2.018404e+00,6.687123e+00,6.192593e-01,7.947222e-01,1.490359e-01,-1.152468e-08
4.190000e+00,2.024136e+00,6.694874e+00,5.271033e-01,7.551672e-01,1.490359e-01,-1.152320e-08
4.200000e+00,2.028948e+00,6.702222e+00,4.354936e-01,7.141974e-01,1.490359e-01,-1.152172e-08
4.210000e+00,2.032847e+00,6.709154e+00,3.444043e-01,6.720672e-01,1.490359e-01,-1.152042e-08
4.220000e+00,2.035838e+00,6.715660e+00,2.538046e-01,6.290262e-01,1.490359e-01,-1.151911e-08
4.230000e+00,2.037925e+00,6.721732e+00,1.636595e-01,5.853200e-01,1.490359e-01,-1.151802e-08
4.240000e+00,2.039113e+00,6.727365e+00,7.393002e-02,5.411904e-01,1.490359e-01,-1.151704e-08
4.250000e+00,2.039405e+00,6.732555e+00,-1.542656e-02,4.968761e-01,1.490359e-01,-1.151632e-08
4.260000e+00,2.038805e+00,6.737303e+00,-1.044561e-01,4.526132e-01,1.490359e-01,-1.151573e-08
4.270000e+00,2.037317e+00,6.741609e+00,-1.932073e-01,4.086358e-01,1.490359e-01,-1.151532e-08
4.280000e+00,2.034942e+00,6.745477e+00,-2.817314e-01,3.651766e-01,1.490359e-01,-1.151509e-08
4.290000e+00,2.031683e+00,6.748915e+00,-3.700818e-01,3.224673e-01,1.490359e-01,-1.151495e-08
4.300000e+00,2.027541e+00,6.751930e+00,-4.583135e-01,2.807397e-01,1.490359e-01,-1.151494e-08
4.310000e+00,2.022517e+00,6.754534e+00,-5.464832e-01,2.402255e-01,1.490359e-01,-1.151512e-08
4.320000e+00,2.016611e+00,6.756739e+00,-6.346489e-01,2.011577e-01,1.490359e-01,-1.151519e-08
4.330000e+00,2.009823e+00,6.758562e+00,-7.228696e-01,1.637707e-01,1.490359e-01,-1.151520e-08
4.340000e+00,2.002153e+00,6.760021e+00,-8.112053e-01,1.283009e-01,1.490359e-01,-1.151515e-08
4.350000e+00,1.993599e+00,6.761135e+00,-8.997171e-01,9.498753e-02,1.490359e-01,-1.151494e-08
4.360000e+00,1.984158e+00,6.761929e+00,-9.884671e-01,6.407281e-02,1.490359e-01,-1.151452e-08
4.370000e+00,1.973828e+00,6.762426e+00,-1.077518e+00,3.580277e-02,1.490359e-01,-1.151371e-08
4.380000e+00,1.962606e+00,6.762654e+00,-1.166936e+00,1.042767e-02,1.490359e-01,-1.151249e-08
4.390000e+00,1.950488e+00,6.762645e+00,-1.256787e+00,-1.179743e-02,1.490359e-01,-1.151069e-08
4.400000e+00,1.937469e+00,6.762430e+00,-1.347139e+00,-3.061212e-02,1.490359e-01,-1.150814e-08
4.410000e+00,1.923543e+00,6.762045e+00,-1.438066e+00,-4.575009e-02,1.490359e-01,-1.150477e-08
4.420000e+00,1.908705e+00,6.761528e+00,-1.529644e+00,-5.693845e-02,1.490359e-01,-1.150033e-08
4.430000e+00,1.892948e+00,6.760920e+00,-1.621955e+00,-6.389706e-02,1.490359e-01,-1.149462e-08
4.440000e+00,1.876264e+00,6.760265e+00,-1.715086e+00,-6.633776e-02,1.490359e-01,-1.148752e-08
4.450000e+00,1.858643e+00,6.759609e+00,-1.809135e+00,-6.396346e-02,1.490359e-01,-1.147867e-08
4.460000e+00,1.840078e+00,6.759003e+00,-1.904207e+00,-5.646705e-02,1.490359e-01,-1.146781e-08
4.470000e+00,1.820555e+00,6.758498e+00,-2.000421e+00,-4.353017e-02,1.490359e-01,-1.145469e-08
4.480000e+00,1.800065e+00,6.758152e+00,-2.097911e+00,-2.482167e-02,1.490359e-01,-1.143888e-08
4.490000e+00,1.778592e+00,6.758022e+00,-2.196827e+00,4.182335e-06,1.490359e-01,-1.142005e-08
4.500000e+00,1.756123e+00,6.758173e+00,-2.297341e+00,3.130986e-02,1.490359e-01,-1.139772e-08
4.510000e+00,1.732640e+00,6.758671e+00,-2.399650e+00,6.947717e-02,1.490359e-01,-1.137155e-08
4.520000e+00,1.708123e+00,6.759587e+00,-2.503978e+00,1.149103e-01,1.490359e-01,-1.134098e-08
4.530000e+00,1.682552e+00,6.760995e+00,-2.610587e+00,1.680392e-01,1.490359e-01,-1.130555e-08
4.540000e+00,1.655903e+00,6.762975e+00,-2.719773e+00,2.293238e-01,1.490359e-01,-1.126473e-08
4.550000e+00,1.628147e+00,6.765610e+00,-2.831879e+00,2.992582e-01,1.490359e-01,-1.121817e-08
4.560000e+00,1.599254e+00,6.768991e+00,-2.947302e+00,3.783754e-01,1.490359e-01,-1.116575e-08
4.570000e+00,1.569189e+00,6.773210e+00,-3.066492e+00,4.672515e-01,1.490359e-01,-1.110779e-08
4.580000e+00,1.537910e+00,6.778370e+00,-3.189964e+00,5.665094e-01,1.490359e-01,-1.104543e-08
4.590000e+00,1.505373e+00,6.784577e+00,-3.318303e+00,6.768201e-01,1.490359e-01,-1.098134e-08
4.600000e+00,1.471526e+00,6.791946e+00,-3.452164e+00,7.988990e-01,1.490359e-01,-1.092057e-08
4.610000e+00,1.436309e+00,6.800597e+00,-3.592268e+00,9.334953e-01,1.490359e-01,-1.087204e-08
4.620000e+00,1.399657e+00,6.810660e+00,-3.739396e+00,1.081366e+00,1.490359e-01,-1.085097e-08
4.630000e+00,1.361495e+00,6.822271e+00,-3.894356e+00,1.243224e+00,1.490359e-01,-1.088184e-08
4.640000e+00,1.321741e+00,6.835573e+00,-4.057931e+00,1.419655e+00,1.490359e-01,-1.100150e-08
4.650000e+00,1.280306e+00,6.850714e+00,-4.230779e+00,1.610953e+00,1.490359e-01,-1.126069e-08
4.660000e+00,1.237093e+00,6.867841e+00,-4.413270e+00,1.816878e+00,1.490359e-01,-1.171802e-08
4.670000e+00,1.192009e+00,6.887096e+00,-4.605215e+00,2.036245e+00,1.490359e-01,-1.241362e-08
4.680000e+00,1.144961e+00,6.908602e+00,-4.805454e+00,2.266332e+00,1.490359e-01,-1.330243e-08
4.690000e+00,1.095881e+00,6.932442e+00,-5.011288e+00,2.502047e+00,1.490359e-01,-1.412482e-08
4.700000e+00,1.044733e+00,6.958634e+00,-5.217776e+00,2.734932e+00,1.490359e-01,-1.424970e-08
4.710000e+00,9.915485e-01,6.987090e+00,-5.417113e+00,2.952297e+00,1.490359e-01,-1.268515e-08
4.720000e+00,9.364503e-01,7.017572e+00,-5.598505e+00,3.137089e+00,1.490359e-01,-8.654004e-09
4.730000e+00,8.796808e-01,7.049657e+00,-5.749198e+00,3.269457e+00,1.490359e-01,-2.841545e-09
